1474848000,0
1474848060,0
1474848120,0
1474848180,0
1474848240,0
1474848300,0
1474848360,0
1474848420,0
1474848480,0
1474848540,0
1474848600,0
1474848660,0
1474848720,0
1474848780,0
1474848840,0
1474848900,0
1474848960,0
1474849020,0
1474849080,0
1474849140,0
1474849200,0
1474849260,0
1474849320,0
1474849380,0
1474849440,0
1474849500,0
1474849560,0
1474849620,0
1474849680,0
1474849740,0
1474849800,0
1474849860,0
1474849920,0
1474849980,0
1474850040,0
1474850100,0
1474850160,0
1474850220,0
1474850280,0
1474850340,0
1474850400,0
1474850460,0
1474850520,0
1474850580,0
1474850640,0
1474850700,0
1474850760,0
1474850820,0
1474850880,0
1474850940,0
1474851000,0
1474851060,0
1474851120,0
1474851180,0
1474851240,0
1474851300,0
1474851360,0
1474851420,0
1474851480,0
1474851540,0
1474851600,0
1474851660,0
1474851720,0
1474851780,0
1474851840,0
1474851900,0
1474851960,0
1474852020,0
1474852080,0
1474852140,0
1474852200,0
1474852260,0
1474852320,0
1474852380,0
1474852440,0
1474852500,0
1474852560,0
1474852620,0
1474852680,0
1474852740,0
1474852800,0
1474852860,0
1474852920,0
1474852980,0
1474853040,0
1474853100,0
1474853160,0
1474853220,0
1474853280,0
1474853340,0
1474853400,0
1474853460,0
1474853520,0
1474853580,0
1474853640,0
1474853700,0
1474853760,0
1474853820,0
1474853880,0
1474853940,0
1474854000,0
1474854060,0
1474854120,0
1474854180,0
1474854240,0
1474854300,0
1474854360,0
1474854420,0
1474854480,0
1474854540,0
1474854600,0
1474854660,0
1474854720,0
1474854780,0
1474854840,0
1474854900,0
1474854960,0
1474855020,0
1474855080,0
1474855140,0
1474855200,0
1474855260,0
1474855320,0
1474855380,0
1474855440,0
1474855500,0
1474855560,0
1474855620,0
1474855680,0
1474855740,0
1474855800,0
1474855860,0
1474855920,0
1474855980,0
1474856040,0
1474856100,0
1474856160,0
1474856220,0
1474856280,0
1474856340,0
1474856400,0
1474856460,0
1474856520,0
1474856580,0
1474856640,0
1474856700,0
1474856760,0
1474856820,0
1474856880,0
1474856940,0
1474857000,0
1474857060,0
1474857120,0
1474857180,0
1474857240,0
1474857300,0
1474857360,0
1474857420,0
1474857480,0
1474857540,0
1474857600,0
1474857660,0
1474857720,0
1474857780,0
1474857840,0
1474857900,0
1474857960,0
1474858020,0
1474858080,0
1474858140,0
1474858200,0
1474858260,0
1474858320,0
1474858380,0
1474858440,0
1474858500,0
1474858560,0
1474858620,0
1474858680,0
1474858740,0
1474858800,0
1474858860,0
1474858920,0
1474858980,0
1474859040,0
1474859100,0
1474859160,0
1474859220,0
1474859280,0
1474859340,0
1474859400,0
1474859460,0
1474859520,0
1474859580,0
1474859640,0
1474859700,0
1474859760,0
1474859820,0
1474859880,0
1474859940,0
1474860000,0
1474860060,0
1474860120,0
1474860180,0
1474860240,0
1474860300,0
1474860360,0
1474860420,0
1474860480,0
1474860540,0
1474860600,0
1474860660,0
1474860720,0
1474860780,0
1474860840,0
1474860900,0
1474860960,0
1474861020,0
1474861080,0
1474861140,0
1474861200,0
1474861260,0
1474861320,0
1474861380,0
1474861440,0
1474861500,0
1474861560,0
1474861620,0
1474861680,0
1474861740,0
1474861800,0
1474861860,0
1474861920,0
1474861980,0
1474862040,0
1474862100,0
1474862160,0
1474862220,0
1474862280,0
1474862340,0
1474862400,0
1474862460,0
1474862520,0
1474862580,0
1474862640,0
1474862700,0
1474862760,0
1474862820,0
1474862880,0
1474862940,0
1474863000,0
1474863060,0
1474863120,0
1474863180,0
1474863240,0
1474863300,0
1474863360,0
1474863420,0
1474863480,0
1474863540,0
1474863600,0
1474863660,0
1474863720,0
1474863780,0
1474863840,0
1474863900,0
1474863960,0
1474864020,0
1474864080,0
1474864140,0
1474864200,0
1474864260,0
1474864320,0
1474864380,0
1474864440,0
1474864500,0
1474864560,0
1474864620,0
1474864680,0
1474864740,0
1474864800,0
1474864860,0
1474864920,0
1474864980,0
1474865040,0
1474865100,0
1474865160,0
1474865220,0
1474865280,0
1474865340,0
1474865400,0
1474865460,0
1474865520,0
1474865580,0
1474865640,0
1474865700,0
1474865760,0
1474865820,0
1474865880,0
1474865940,0
1474866000,0
1474866060,0
1474866120,0
1474866180,0
1474866240,0
1474866300,0
1474866360,0
1474866420,0
1474866480,0
1474866540,0
1474866600,0
1474866660,0
1474866720,0
1474866780,0
1474866840,0
1474866900,0
1474866960,0
1474867020,0
1474867080,0
1474867140,0
1474867200,0
1474867260,0
1474867320,0
1474867380,0
1474867440,0
1474867500,0
1474867560,0
1474867620,0
1474867680,0
1474867740,0
1474867800,0
1474867860,0
1474867920,0
1474867980,0
1474868040,0
1474868100,0
1474868160,0
1474868220,0
1474868280,0
1474868340,0
1474868400,0
1474868460,0
1474868520,0
1474868580,0
1474868640,0
1474868700,0
1474868760,0
1474868820,0
1474868880,0
1474868940,0
1474869000,0
1474869060,0
1474869120,0
1474869180,0
1474869240,0
